SERIAL NO.,PRODUCT URL,PRODUCT NAME,PRODUCT PRICE,RATING,NUMBER OF REVIEWS,DESCRIPTION,ASIN,PRODUCT DESCRIPTION,DESCRIPTION.1
53,https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-42,FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,839,4.0,13.9K+,"
KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.
Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.
Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.
Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.
Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects",B078GLXMDY,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid.",Fur Jaden
54,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkwNTI3NDg2ODI3NjAwOjE2OTI4ODQ2NDY6c3BfbXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884646%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,300",4.2,63,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material
Padded anti-theft laptop compartment fits up to 15.6"" Laptop and a tablet compartment; Zipper Pocket in front along with a slip In Pocket in front; Internal Organisers with a bottle holder on the side
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Comfortable Padded shoulder straps
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",B0BSH4H4DB,Not Available,Acefour Accessories Pvt. Ltd.
55,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkwNTI3NDg2ODI3NjAwOjE2OTI4ODQ2NDY6c3BfbXRmOjIwMTUyNzQwNjAwOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884646%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,"4,990",4.4,108,"
Care Instructions: Hand Wash Only
? PREMIUM MATERIAL: Made from high quality, waterproof hard EVA material. Premium quality smooth zippers, pullers, buckles.;Special Features: Locking; Style Name: Modern<br>
? ORGANISED DESIGN: This backpack has one roomy spaced compartment with built in soft padded sleeve to protect laptops upto 16 inch. Separate sleeve for tablet/ Ipad. Spacious enough to hold your clothings, folders, documents etc. Also includes organised pockets to hold electronic diary, power bank, pens. mobile etc. Soft handle for better comfort. Adjustable and padded shoulder straps make it comfortable during use.<br>
? ANTI- THEFT DESIGN & CAPACITY: One hidden zipper pocket equips on the back to pack your money, cards, wallet. This invisible design increases the security of your belongings. Dimensions: 30 cms x 8 cms x 45 cms (LxWxH). Capacity: 11 Lit<br>
? USB FEATURE & TSA LOCK : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. This backpack comes with a built-in TSA lock that gives the bag an added level of security. Helps deter thefts during travel.; ? TROLLEY STRAP : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling.; Age Range Description: Adult; Pattern Name: Solid; Theme: Sports<br>
Impact-resistant design. ID pouch, Mobile phone pouch. Zipper hidden pouch, Laptop slot, and Tablet slot. USB Charging slot on the outside. Shape-retaining construction. Water-resistant fabric. Premium leather zipper pulls. Top carry handle with leather grip. Air mesh back padding. Adjustable padded shoulder straps with metallic buckle and leather accents.<br>",B09ZYQJHXR,Not Available,Encon Impex Pvt Ltd
56,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-45,Genie Flamenco2 Casual Backpacks for Women,733,4.3,1.5K+,"
Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 13 liters, Weight: 355 g, Dimensions: 29 x 35.5 x 13 cm Warranty: 12 months
Spacious compartment with Tablet sleeves: To have entertainment & work, on the Go! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.
Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!
Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.
Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.",B08YF9VHTY,Not Available,Safari
57,https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-46,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,613,3.8,46,"
Care Instructions: Dry Clean Only
30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.
Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch
Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.
Made In India: Lookmuster Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks
Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",B0BS6YGKMC,Not Available,Lookmuster
58,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-47,F Gear String 11 Ltrs Nylon Black Gym Bag,122,4.0,594,"
Lightweight gym bags
Ergonomic Design
Durable
Size-(Hxlxw) Cm-(43x32x2) Cm::Gym Bags
Drawstring closure",B07PC28YQ9,The product will be an excellent pick for you. It ensures an easy maintenance.,Uber Fashion Merchandise Pvt. Ltd.
59,https://www.amazon.in/Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-48,Wildcraft Nylon 44 Ltrs Casual Backpack (11629-Wolf_Black),"1,769",4.3,5.8K+,"
Care Instructions: Hand Wash Only
Number of compartments: 3, Laptop Sleeve: Yes",B079DDT65R,"Three compartments for better organisation, side fabric pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying, quick-grab haul loop, multi-level organiser for storing accessories, sleeve separator, lining separator for better organisation inside the compartment.",Wildcraft
60,https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-49,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),429,4.3,9.3K+,"
Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black
Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.
Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.
Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.
Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose",B07F2H25NP,Not Available,Auxter
61,https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-50,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,329",4.1,701,"
Care Instructions: Wipe with Damp Cloth
Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised.
Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe.
Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.
Dimensions: 48 CM (H) x 30CM (W) x 15CM (D). Weight: 450 Grams. Volume: 22L
Warranty: 1 Year Manufacturer Warranty Against Manufacturing Defects.",B0BSHBH9K2,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Fur Jaden
62,https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-51,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop Office Travel Bag for Men and Women Gifts, Dark Grey","1,999",4.4,3.5K+,"
[Built in Rain Cover]-- Matching water-resistant rain cover included, with a strap to attach it to your backpack, so that you can use this bag in any season and all weather conditions, making it a great choice for outdoor use.
[SAFETY & FREE YOUR HAND]-- This antitheft business travel laptop backpack comes with a Locker so you never have to worry about someone stealing your laptop, ipad,file and other valueables. Please reset the password of the backpack and remember the new password.if you forget the password,Please contact us by sending internal information on Amazon.LUGGAGE STRAP allows backpack to fit on luggage/suitcase. Durable metal zippers close and open smoothly, ensuring a long-lasting usage everyday
[MULTI-FUNCTION]-- No need to worry about your phone battery running out with the useful USB port and charging cable, (power bank not included). There is also a headphone jack so you can listen to your favourite music on the go
[COMFORTABLE]-- Ideal for work, high school, college, university, travelling, hiking, cycling or camping with its back padding made of breathable mesh and foam to keep you cool, and lining on the shoulder straps to prevent backaches and cutting into your shoulders
[Multi-Level Organizer]-- The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. 2 Year Warranty aganist manufacturing defects caused by workmanship. 2 year warranty DOES NOT cover natural wear or tear and damage due to mishandling.",B08HM4TQZZ,Not Available,ah arctic hunter
63,https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692884646&sprefix=ba%2Caps%2C283&sr=8-52,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black),459,4.2,7.5K+,"
Strong stitching at major stress points provide long-lasting durability against daily activities
Main compartment with zip closure
Lightweight and fold-able, It's easy to fold up into small compact space.
Can be folded and inserted in the inner pocket with double sided runner
Optimum quality of accessories and zipper for smoother functioning and high durability
Bag Capacity - 19.5 Ltrs",Not Available,Not Available,Not Available
64,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkwNTI3NDg2ODI3NjAwOjE2OTI4ODQ2NDY6c3BfYnRmOjIwMTAzMjc2MzA0MTk4OjowOjo&url=%2FGeneric-FRBG-004-FRBG-NAVY-LAPTOP-BACKPACK%2Fdp%2FB0B5VHV5NH%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884646%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,FRBG-NAVY BLUE LAPTOP BACKPACK,799,5.0,1,"
Care Instructions: Hand Wash Only
Fit Type: Regular
Front Long Pocket is suitable for items you need to have an easy access. Main compartment has space for books, documents and organizer pockets are suitable for wallet / key chains and stationary.
Simple Modern Legacy Backpack is ideal for school, work, traveling, and everyday use for men, women and kids.; PREMIUM FABRIC : Stylish and durable laptop backpack for school /college and travel.
it is made of high grade water resistant polyester material that gives it strength and durable for long-term use. Is carries 12 months warranty. Its ergonomics design makes you forget the load you are carrying, well-padded adjustable shoulder straps and padded breathable mesh Back Panel ensure ease of carrying.",B0B5VHV5NH,"STORAGE SPACE & POCKETS: One separate laptop compartment hold 22 Inch, 19 Inch, 17 Inch, 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop. One spacious packing compartment roomy for daily Use necessities, tech electronics accessories. Main Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find.","FOREVER BAGS I BLDNG.NO.B7B, GALA NO.102/103/104, Parasnath Complex, Bhiwandi-421302"
65,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkwNTI3NDg2ODI3NjAwOjE2OTI4ODQ2NDY6c3BfYnRmOjIwMDM1NTc4Nzc4Njk4OjowOjo&url=%2FCOSMUS-Eternal-Backpack-Polyester-15-6-inch%2Fdp%2FB09SWVPZD4%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884646%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,952,3.2,18,"
Useful for 15 Inch Laptop ensures you to carry your laptop with ease <br>
1 Compartments with a padded laptop section, and 1 outer mesh pockets <br>
Lightweight Durable Laptop Backpack, carry all day comfortably <br>
20L capacity : Weight: 380gm Dimension: 18x12x5.5 inches; 12 Months Warranty on Manufacturing Defects <br>
Style Name: Casual; Pattern Name: Solid; Strap Type: Shoulder Strap; Water Resistance Level: Water Resistant; Age Range Description: Adult; Special Features: Laptop Compartment <br>",B09SWVPZD4,"Cosmus Eternal Laptop Backpack For 15 Inch Laptop, you get an awesome companion for your laptop. It is designed with 1 large compartments which include a laptop slot, a phone slot, one front large zipper pocket. It gives durable performance.

Buy Laptop Backpack For 15 Inch Laptop which is one of the best backpack out there in the market. Use Cosmus Eternal Laptop Backpack For 15 Inch Laptop which comes with 1 compartments to hold all your daily items. It is designed with 1 mesh pockets on both sides and one front pocket",COSMUS BAGS PVT.LTD.
66,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTU3MTgyNzUxMjU0NjAwOjE2OTI4ODQ2NTM6c3BfYXRmX25leHQ6MjAxMTgzNjI2ODYwOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884653%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"UPPERCASE Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,100",4.7,24,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material.
Padded laptop compartment fits up to 15.6"" Laptop and a separate tablet compartment
Zipper quick access pocket in front along with a side pocket with multiple organisers and a external bottle pocket as well
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Comfortable Padded shoulder straps
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",B0BTYTY8GG,"Introducing the ultimate ""Sigma"" backpacks designed for the environmentally conscious and tech-savvy individual. Crafted from premium recycled materials, this backpack is a perfect combination of functionality and sustainability . The spacious interior is specifically designed to protect your laptop and tablet. With its sleek and stylish design, you can carry your essentials in comfort and style while making a positive impact on the environment.",Acefour Accessories Pvt. Ltd.
67,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTU3MTgyNzUxMjU0NjAwOjE2OTI4ODQ2NTM6c3BfYXRmX25leHQ6MjAxMTU5NTU1NTY0OTg6OjA6Og&url=%2Fuppercase-Backpack-2500EBP1-resistant-sustainable%2Fdp%2FB0BTDB674X%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884653%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,700",4.0,269,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material, Wrinkle free bag and 3x more water resistant with Rainproof zippers
Right sized with sturdy stitching; Dimension: (30.5 cm x 16.2 cm x 46cm); Warranty: 750 days international warranty; Trolley sleeve to securely place the bags on the luggage
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)
Padded laptop compartment fits up to 15”, Back padding with Air mesh
Front access pocket for you to easily carry important small items with two bottle holders on the sides, Pocket on the top gives you easy access to your sunglasses or wallet",B0BTDB674X,Not Available,Acefour Accessories Pvt. Ltd.
68,https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-51,"SHALIMAR large capacity Travel bag/Storage bag/Move-in bags/Duffel Bag - Strong, Durable, Foldable and Water Resistant (Pack of 1) (Blue)",305,4.1,502,"
Easy Backpack to carry<br><br>
Convenient Handles<br><br>
Easy to fold and Store<br><br>
Sturdy and Durable<br><br>
Closure Type: Zipper; Strap Type: Adjustable; Handle Type: Web Handle<br>",B09TPHFMX7,Not Available,"Vikrant Extrusion , Daman"
69,https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-52,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige),699,4.2,5.7K+,"
Outer Material: Polyester, Inner Material: Polyester, Color: Navy Blue and Beige; Anti-sweat fabric on inner-side of shoulder straps
Wear Resistant: Wearproof, Water Resistance: waterproofDimensions: 32 cms x 18 cms x 47 cms (LxWxH)
Capacity: 26 liters, Weight: 0.534 Kg
Number of compartments: 3; Strap Type: Adjustable
Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Special Features: Back Padding",B00VWM11HQ,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality. Gear is reckoned for delivering high quality accessories since its inception and has come up with innovation through the years. It is an ideal inclusion to your collection of bags as it is replete with features. Designed with excellence, it is made from high quality fabric. This backpack is long lasting, lightweight and water repellent as well.",Gear Merchandise PVT LTD
70,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-53,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,599,3.8,325,"
Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover",B0BPVCBFM7,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA
71,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-54,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",550,4.3,12.3K+,"
30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.
Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch
Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.
Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks
1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty
Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",Not Available,Not Available,Not Available
72,https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-55,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),709,4.0,563,"
100% Polyester, High Quality, Durable and Water Resistant Fabric
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh pockets on both sides to accommodate your water bottle and umbrella
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight",B09B28M2RN,Not Available,Safari Industries
73,https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692884653&sprefix=ba%2Caps%2C283&sr=8-56,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",599,3.6,266,"
Care Instructions: Wipe with Dry Cloth
Care Instructions: Wipe with Dry Cloth
PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.
Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.
USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.",B0BYB631NR,Not Available,Rama luxury store
